"Term","Section ID","Course Title","Instructor","Max","Status","CU","Meeting","Location","Part of Term","Description","Crosslist","Crosslist Primary","Prerequisites","Corequisites","Division","Departmental Website","Registration","Course (Canvas) URL","Syllabi URL","3 Yr Avg Course Rating"
"202610","HCMG8600701","Leading HC Orgs","Ingrid Nembhard","78","A","0.5","","WHRT RM","Fall/Spring 2nd 8 Wk","This course aims to improve enrollees' ability to effectively manage and lead health care organizations (HCOs, including hospitals, medical groups, insurers, biopharmaceutical firms, etc.). The course is designed to integrate previous course work in general managment, health care, and health policy to further participants' understanding of organizational, managerial, and strategic issues facing HCOs and the health care workforce. The course will provide participants with a foundation for developing, implementing, and analyzing efforts to improve HCOs' performance. A major objective of the course is to sharpen the leadership, problem-solving, and presentation skills of those who aim to hold operational and strategic positions in health care organizations. Another objective is to introduce enrollees to leading HCOs. Through case studies, readings, in-class exercises and class discussions, particpants will learn analytic frameworks, concepts, tools and skills necessary for leading and managing organizational learning, quality improvement, innovation, and overall performance in HCOs.","P","HCMG8600701","","","WX","HCMG","","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8600","3.042000"
"202610","HCMG8630001","Mgmt&Econofpharm&Biotech","Abby Alpert","62","A","1","01/20/2026 - 04/23/2026 MW 1015AM - 1144AM","CPCR AUD","Wharton Grad Full Semester","This course explores the key phases of the pharmaceutical and biotechnology product lifecycle.  The product journey begins in the lab where scientists explore a vast array of compounds against diseases (therapeutic targets).  Compounds that perform best enter the capital-intensive clinical trial phase aimed at assessing the product’s safety and efficacy.  In parallel, regulatory agencies guide and govern these trials and ultimately decide which products are approved for use in patients. Once approved, launched, and priced, products face many dynamic market forces including competitors trying to steal share, government and private payers placing downward pressure on price, regulatory agencies controlling what manufacturers can and cannot say about their products, generic manufacturers challenging existing patents, and finally patients and physicians who behave both rationally and irrationally when deciding which product to use.  While the course perspective is global in nature, the emphasis is on the U.S., the largest and most profitable market. In addition, we will delve into the world of biotech start-ups from company creation and financing, to how they make decisions which compounds to advance.  We will also explore how large pharma views the biotech industry to bolster their existing pipelines and drive shareholder value. Through case studies, readings, guest speakers, and in-class exercises, students will learn concepts and analytical frameworks and acquire the tools and skills necessary to become the future leaders of the pharmaceutical and biotech industry.","P","HCMG8630001","","","WM","HCMG","Course Match","https://canvas.upenn.edu/courses/1902347","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8630","3.596666"
"202610","HCMG8660001","Digital Transformation of HC","Mitesh Patel, Srinath Adusumalli","62","A","0.5","01/20/2026 - 04/23/2026 R 0330PM - 0459PM","JMHH 355","Wharton Grad Full Semester","Healthcare is in the early stages of extraordinary change in the business model of care delivery and financing. This transformation will lead to a system based on the proactive management of health, integration of care across the continuum, blurred boundaries between care providers and purchasers and the placement of the consumer at the center. As has been the case in other industries, this new business model will be based on a foundation of diverse, potent, and well implemented information technology. This course will help prepare students to lead a digital health future. Specifically, the course will cover three major areas. (1)The context of health care information technology: the size, composition and evolution of the digital health market; federal government agencies, and related regulations, that shape the market; leadership roles and factors that enable healthcare organizations to effectively implement and leverage information technology. (2)Emerging technologies that will fuel the transformation of healthcare: artificial intelligence and advanced analytics; interoperability; telehealth; consumer-directed digital health; use of behavioral economics to influence patient and provider decisions. (3)Digital health use by specific sectors of the healthcare industry: healthcare providers; health plans; retail-based primary care; life sciences; wellness and chronic disease management. The course will include lectures from industry leaders who will share their ideas and experiences.","P","HCMG8660001","","","WM","HCMG","Course Match","https://canvas.upenn.edu/courses/1900369","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8660","2.620000"
"202610","HCMG8670001","Hc Entrepreneurship","Gary Kurtzman, Pitamber Devgon","78","A","0.5","01/20/2026 - 04/23/2026 T 0330PM - 0459PM","JMHH 355","Wharton Grad Full Semester","The course focuses on the creation, funding, and management of digital health, biotech, medtech, and other health services enterprises. The course is designed to supplement other offerings in the Health Care Systems and Management Departments for those students with entrepreneurial interest in such ventures, and will focus on special issues surrounding the conceptualization, planning, diligence, and capitalization of these ventures and also includes management and compensation practices. In addition, course offers methods for self-assessment & development of business models and plans, techniques for technology assessment and strategy, develops foundation for capitalization and partnering strategies, and creates a basis for best practices in company launch and plan execution. Students must apply to take this course. Please see the Health Care Management Department for the application.","P","HCMG8670001","","","WM","HCMG","Course Match","https://canvas.upenn.edu/courses/1902414","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8670","2.815714"
"202610","HCMG8670751","Hc Entrepreneurship","Stephen Sammut","60","A","0.5","","WHRT RM","Wharton Grad Q1/Q3","The course focuses on the creation, funding, and management of digital health, biotech, medtech, and other health services enterprises. The course is designed to supplement other offerings in the Health Care Systems and Management Departments for those students with entrepreneurial interest in such ventures, and will focus on special issues surrounding the conceptualization, planning, diligence, and capitalization of these ventures and also includes management and compensation practices. In addition, course offers methods for self-assessment & development of business models and plans, techniques for technology assessment and strategy, develops foundation for capitalization and partnering strategies, and creates a basis for best practices in company launch and plan execution. Students must apply to take this course. Please see the Health Care Management Department for the application.","P","HCMG8670751","","","WX","HCMG","","https://canvas.upenn.edu/courses/1895815","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8670","2.815714"
"202610","HCMG8680001","Priv Sec Role Glob Hlth","Stephen Sammut","72","A","0.5","01/20/2026 - 04/23/2026 M 0515PM - 0644PM","JMHH 245","Wharton Grad Full Semester","Issues surrounding global health have captivated the attention of the public sector and foundations for many decades. Many of their initiatives are realizing progress on the health-related Millennium Development Goals. The private sector has been less engaged in global health, but has a significant role to play in providing resources and in building infrastructure, human resource capacity and sustainability. This course explores entrepreneurial and other private sector solutions for health services and access to medicines and technologies in the developing world and other underserved areas. The course also encompasses study of creative programs to engage the private sector in development of vaccines and medicines for tropical and neglected diseases. Furthermore, the course addresses novel care systems and therapeutic strategies for the rapidly growing burden of chronic, non-communicable diseases in the developing world. In short, the course builds on the content of conventional global health courses from a managerial and entrepreneurial perspective. Learning is driven through readings, class discussion and a series of guest speakers representing a wide range of global health issues. Evaluation is largely based on a student group project.","P","HCMG8680001","","","WM","HCMG","Course Match","https://canvas.upenn.edu/courses/1895816","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8680","2.650000"
"202610","HCMG8740001","Bldg Value-Oriented HC Serv Co","Andrew Hayek","60","A","0.5","01/20/2026 - 03/02/2026 W 0330PM - 0629PM","SHDH 109","Wharton Grad Q1/Q3","The vast majority of new healthcare services companies fail, while a very small minority scale nationally, reaching their potential to serve patients and impact the healthcare system. The companies that defy the odds serve an important function in advancing our healthcare system: addressing unmet social and medical needs; bringing innovation in clinical models, technology, or service models; building workplaces that are more attractive for employees; and/or inspiring incumbent organizations to evolve their models. This course follows the process of designing, launching and scaling value-oriented healthcare services companies – i.e., companies that aspire to advance the triple aim of healthcare (improving quality, experience and total cost of care). The course has a particular focus on assessing which NewCo ideas will be viable, designing of the clinical and economic models, partnering with providers (primary care, specialists and hospitals) and payers, building strong teams and culture, attracting capital, and ensuring long-term economic viability. We will follow the perspective of a practitioner, leveraging real-world examples and case studies, including guest speakers who share current experiences. The course is directly relevant to students contemplating building or joining early-stage healthcare services companies; and, the course is also designed to be relevant to students who will be in roles that interact with these types of companies throughout their careers (e.g., as investors, consultants, investment bankers, hospital executives, health plan executives).","P","HCMG8740001","","","WM","HCMG","Course Match","https://canvas.upenn.edu/courses/1908447","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8740",""
"202610","HCMG8990002","Independent Study","Abby Alpert","12","A","1","01/14/2026 - 04/29/2026 MW 0145PM - 0314PM","SHDH 1206","Fall/Spring 14 Wk","Arranged with members of the Faculty of the Health Care Systems Department. For further information contact the Department office, Room 204, Colonial Penn Center, 3641 Locust Walk, 898-6861.","P","HCMG8990002","","","WM","HCMG","Course Match","https://canvas.upenn.edu/courses/1902346","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8990","3.333333"
"202610","HCMG8990007","Independent Study","Ingrid Nembhard","2","A","1","","NRN 00","Wharton Grad Full Semester","Arranged with members of the Faculty of the Health Care Systems Department. For further information contact the Department office, Room 204, Colonial Penn Center, 3641 Locust Walk, 898-6861.","P","HCMG8990007","","","WM","HCMG","Course Match","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8990","3.333333"
"202610","HCMG8990013","Independent Study","Douglas Present","3","A","1","","NRN 00","Wharton Grad Full Semester","Arranged with members of the Faculty of the Health Care Systems Department. For further information contact the Department office, Room 204, Colonial Penn Center, 3641 Locust Walk, 898-6861.","P","HCMG8990013","","","WM","HCMG","Course Match","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8990","3.333333"
"202610","HCMG8990014","Independent Study","Douglas Present","2","A","0.5","","NRN 00","Wharton Grad Full Semester","Arranged with members of the Faculty of the Health Care Systems Department. For further information contact the Department office, Room 204, Colonial Penn Center, 3641 Locust Walk, 898-6861.","P","HCMG8990014","","","WM","HCMG","Course Match","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8990","3.333333"
"202610","HCMG8990015","Independent Study","Stephen Sammut","1","A","0.5","","NRN 00","Wharton Grad Q2/Q4","Arranged with members of the Faculty of the Health Care Systems Department. For further information contact the Department office, Room 204, Colonial Penn Center, 3641 Locust Walk, 898-6861.","P","HCMG8990015","","","WM","HCMG","Course Match","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8990","3.333333"
"202610","HCMG8990021","Independent Study","Kevin Volpp","1","A","1","","NRN 00","Wharton Grad Full Semester","Arranged with members of the Faculty of the Health Care Systems Department. For further information contact the Department office, Room 204, Colonial Penn Center, 3641 Locust Walk, 898-6861.","P","HCMG8990021","","","WM","HCMG","Course Match","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8990","3.333333"
"202610","HCMG8990023","Independent Study","Bradley Fluegel","1","A","1","","NRN 00","Fall/Spring 14 Wk","Arranged with members of the Faculty of the Health Care Systems Department. For further information contact the Department office, Room 204, Colonial Penn Center, 3641 Locust Walk, 898-6861.","P","HCMG8990023","","","WM","HCMG","Course Match","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8990","3.333333"
"202610","HCMG8990024","Independent Study","Stephen Sammut","1","A","0.5","","NRN 00","Fall/Spring 14 Wk","Arranged with members of the Faculty of the Health Care Systems Department. For further information contact the Department office, Room 204, Colonial Penn Center, 3641 Locust Walk, 898-6861.","P","HCMG8990024","","","WM","HCMG","Course Match","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8990","3.333333"
"202610","HCMG8990028","Independent Study","Marissa King","1","A","1","","NRN 00","Fall/Spring 14 Wk","Arranged with members of the Faculty of the Health Care Systems Department. For further information contact the Department office, Room 204, Colonial Penn Center, 3641 Locust Walk, 898-6861.","P","HCMG8990028","","","WM","HCMG","Course Match","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8990","3.333333"
"202610","HCMG8990030","Independent Study","Molly Candon","5","A","1","","NRN 00","Wharton Grad Full Semester","Arranged with members of the Faculty of the Health Care Systems Department. For further information contact the Department office, Room 204, Colonial Penn Center, 3641 Locust Walk, 898-6861.","P","HCMG8990030","","","WM","HCMG","Course Match","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8990","3.333333"
"202610","HCMG8990031","Independent Study","Hummy Song","1","A","0.5","","NRN 00","Fall/Spring 14 Wk","Arranged with members of the Faculty of the Health Care Systems Department. For further information contact the Department office, Room 204, Colonial Penn Center, 3641 Locust Walk, 898-6861.","P","HCMG8990031","","","WM","HCMG","Course Match","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8990","3.333333"
"202610","HCMG8990032","Independent Study","June Kinney","2","A","1","","NRN 00","Fall/Spring 14 Wk","Arranged with members of the Faculty of the Health Care Systems Department. For further information contact the Department office, Room 204, Colonial Penn Center, 3641 Locust Walk, 898-6861.","P","HCMG8990032","","","WM","HCMG","Course Match","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8990","3.333333"
"202610","HCMG8990034","Independent Study","Pitamber Devgon","1","A","1","","NRN 00","Wharton Grad Full Semester","Arranged with members of the Faculty of the Health Care Systems Department. For further information contact the Department office, Room 204, Colonial Penn Center, 3641 Locust Walk, 898-6861.","P","HCMG8990034","","","WM","HCMG","Course Match","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8990","3.333333"
"202610","HCMG8990701","Independent Study","Stephen Sammut","1","A","1","","NRN 00","Full Term","Arranged with members of the Faculty of the Health Care Systems Department. For further information contact the Department office, Room 204, Colonial Penn Center, 3641 Locust Walk, 898-6861.","P","HCMG8990701","","","WX","HCMG","","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8990","3.333333"
"202610","HCMG8990751","Independent Study","Stephen Sammut","1","A","0.5","","NRN 00","Full Term","Arranged with members of the Faculty of the Health Care Systems Department. For further information contact the Department office, Room 204, Colonial Penn Center, 3641 Locust Walk, 898-6861.","P","HCMG8990751","","","WX","HCMG","","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG8990","3.333333"
"202610","HCMG9010001","Proseminar in He","Atul Gupta","16","A","1","01/14/2026 - 04/29/2026 M 0330PM - 0629PM","CPCR CHRM","Fall/Spring 14 Wk","This course will cover empirical methods used in economics research with an emphasis on applications in health care and public economics. The methods covered include linear regression, matching, panel data models, instumental variables, regression discontinuity, bunching, qualitative and limited dependent variable models, count data, quantile regressions, and duration models. the discussion will be a mix of theory and application, with emphasis on the latter. The readings consist of a blend of classic and recent methodological and empirical papers in economics. Course requirements include several problem sets, paper presentations, an econometric analysis project and a final exam. The course is open to doctoral students from departments other than Health Care Management with permission from the instructor.","P","HCMG9010001","","","WP","HCMG","","https://canvas.upenn.edu/courses/1912235","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG9010","3.430000"
"202610","HCMG9020001","Industrial Org of Hc","Claudio Lucarelli","10","A","1","01/14/2026 - 04/29/2026 T 0330PM - 0629PM","CPCR CHRM","Fall/Spring 14 Wk","This advanced PhD seminar will explore topics in the industrial organization of health care and structural econometric approaches in health economics. The focus in this course is the development of advanced econometric tools. The (tentative) topics covered include health insurance and hospital demand estimation, the analysis of hospital competition, insurer competition, quality competition, technology adoption, models of entry and exit and dynamic oligopoly games. The readings will focus on recent advances in economics. Students are required to present recent research from the field and write an empirical research paper that broadly based on the topics covered in the course. With the permission of the instructor, the seminar is open to doctoral students from departments other than Health Care Management.","P","HCMG9020001","","","WP","HCMG","","https://canvas.upenn.edu/courses/1912017","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG9020",""
"202610","HCMG9030001","Econ Hlth Cr & Policy","Alexander Olssen","12","A","1","01/14/2026 - 04/29/2026 W 0900AM - 1159AM","CPCR CHRM","Fall/Spring 14 Wk","This course applies basic economic concepts to analyze the health care market and evaluate health policies. The course begins with a discussion of productivity in health care and of the theoretical and empirical effects of asymmetric information and market failure. The second part of the course explores several topic areas in the health care economics literature: health insurance and the labor market; health policy interventions; and health as human capital. The third part of the course examines competition and the behavior of health care providers, with emphasis on the impact of policy on competition, behavior, and finally, bringing us full circle, health care productivity.","P","HCMG9030001","","","WP","HCMG","","https://canvas.upenn.edu/courses/1912456","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG9030",""
"202610","HCMG9051B401","HCMG PhD Research Seminar","Diane Alexander, Alexander Olssen","10","A","0.25","12/19/2025 - 05/18/2026 W 1200PM - 1259PM","CPCR AUD","Course Multi-term","Graduate research seminar for doctoral students in health care management. The goal of this seminar is to develop doctoral students' research and presentation skills. Presenting students will receive feedback on their research in progress and their presentation skills. Discussions of student presentations will develop doctoral students' understanding of the research process and give them an opportunity to learn about and develop their presentation skills. Other doctoral students interested in health economics and health care management are encouraged to attend. HCMG 9051 must be taken prior to HCMG 9052.","P","HCMG9051B401","HCMG 9051A","","WP","HCMG","","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG9051B",""
"202610","HCMG9052B401","HCMG PhD Research Seminar","Diane Alexander, Alexander Olssen","10","A","0.25","12/19/2025 - 05/18/2026 W 1200PM - 1259PM","CPCR AUD","Course Multi-term","Graduate research seminar for doctoral students in health care management. The goal of this seminar is to develop doctoral students' research and presentation skills. Presenting students will receive feedback on their research in progress and their presentation skills. Discussions of student presentations will develop doctoral students' understanding of the research process and give them an opportunity to learn about and develop their presentation skills. Other doctoral students interested in health economics and health care management are encouraged to attend. HCMG 9051 must be taken prior to HCMG 9052.","S","HCMG9051B401","HCMG 9052A","","WP","HCMG","","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG9052B",""
"202610","HCMG9950006","Dissertation","Guy David","6","A","0","","NRN 00","Fall/Spring 14 Wk","Dissertation","P","HCMG9950006","","","WP","HCMG","","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG9950",""
"202610","HCMG9950007","Dissertation","Atul Gupta","4","A","0","","NRN 00","Fall/Spring 14 Wk","Dissertation","P","HCMG9950007","","","WP","HCMG","","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG9950",""
"202610","HCMG9950008","Dissertation","Claudio Lucarelli","8","A","0","","NRN 00","Fall/Spring 14 Wk","Dissertation","P","HCMG9950008","","","WP","HCMG","","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG9950",""
"202610","HCMG9950009","Dissertation","Ingrid Nembhard","4","A","0","","NRN 00","Fall/Spring 14 Wk","Dissertation","P","HCMG9950009","","","WP","HCMG","","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG9950",""
"202610","HCMG9950011","Dissertation","Alexander Olssen","4","A","0","","NRN 00","Fall/Spring 14 Wk","Dissertation","P","HCMG9950011","","","WP","HCMG","","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG9950",""
"202610","HCMG9950012","Dissertation","Marissa King","4","A","0","","NRN 00","Fall/Spring 14 Wk","Dissertation","P","HCMG9950012","","","WP","HCMG","","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG9950",""
"202610","HCMG9999010","Independent Study","Claudio Lucarelli","1","A","1","","NRN 00","Fall/Spring 14 Wk","Independent Study","P","HCMG9999010","","","WP","HCMG","","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=HCMG9999",""
"202610","INTS5830001","Italian L&Cp Spring Term","Nadia Magnanini","5","A","1","01/20/2026 - 04/23/2026 TR 0830AM - 0959AM","LAUD 103","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS5830001","","","WM","","Course Match","https://canvas.upenn.edu/courses/1913319","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS5830",""
"202610","INTS5830002","Italian L&Cp Spring Term","Nadia Magnanini","5","A","1","01/20/2026 - 04/23/2026 TR 0145PM - 0314PM","LAUD 102","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS5830002","","","WM","","Course Match","https://canvas.upenn.edu/courses/1913315","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS5830",""
"202610","INTS5830003","Italian L&Cp Spring Term","Nadia Magnanini","5","A","1","01/20/2026 - 04/23/2026 TR 1200PM - 0129PM","LAUD 304","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS5830003","","","WM","","Course Match","https://canvas.upenn.edu/courses/1913316","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS5830",""
"202610","INTS5930001","Africa Studies Spring","Kanyinsola Obayan","20","A","1","01/20/2026 - 04/23/2026 TR 1015AM - 1144AM","SHDH 110","Wharton Grad Full Semester","The 3rd installment of the African Program of Concertation courses will focus on the future of Africa","P","INTS5930001","","","WM","","Course Match","https://canvas.upenn.edu/courses/1912996","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS5930",""
"202610","INTS6030002","Chinese L&Cp Spring Term","Xinyi Wu","8","A","1","01/20/2026 - 04/23/2026 TR 1200PM - 0129PM","LAUD 104","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6030002","","","WM","","Course Match","https://canvas.upenn.edu/courses/1912857","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6030",""
"202610","INTS6030003","Chinese L&Cp Spring Term","Xiaolin Peng","8","A","1","01/20/2026 - 04/23/2026 MW 1015AM - 1144AM","LAUD 304","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6030003","","","WM","","Course Match","https://canvas.upenn.edu/courses/1912857","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6030",""
"202610","INTS6030004","Chinese L&Cp Spring Term","Xinyi Wu","8","A","1","01/20/2026 - 04/23/2026 TR 0145PM - 0314PM","LAUD 304","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6030004","","","WM","","Course Match","https://canvas.upenn.edu/courses/1912858","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6030",""
"202610","INTS6030005","Chinese L&Cp Spring Term","Xiaolin Peng","6","A","1","01/20/2026 - 04/23/2026 MW 0145PM - 0314PM","LAUD 304","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6030005","","","WM","","Course Match","https://canvas.upenn.edu/courses/1912857","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6030",""
"202610","INTS6130001","Hindi L&Cp Spring Term","Anand Dwivedi","8","A","1","01/20/2026 - 04/23/2026 MW 1015AM - 1144AM","SHDH 210","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6130001","","","WM","","Course Match","https://canvas.upenn.edu/courses/1910224","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6130",""
"202610","INTS6130002","Hindi L&Cp Spring Term","Anand Dwivedi","8","A","1","01/20/2026 - 04/23/2026 MW 1200PM - 0129PM","SHDH 210","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6130002","","","WM","","Course Match","https://canvas.upenn.edu/courses/1910245","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6130",""
"202610","INTS6130003","Hindi L&Cp Spring Term","Anand Dwivedi","8","A","1","01/20/2026 - 04/23/2026 MW 0145PM - 0314PM","SHDH 210","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6130003","","","WM","","Course Match","https://canvas.upenn.edu/courses/1910249","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6130",""
"202610","INTS6230001","French L&Cp Spring Term","Sandrine Rajaonarivony","8","A","1","01/20/2026 - 04/23/2026 TR 0830AM - 0959AM","LAUD 102","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6230001","","","WM","","Course Match","https://canvas.upenn.edu/courses/1902371","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6230",""
"202610","INTS6230002","French L&Cp Spring Term","Marc Pape","8","A","1","01/20/2026 - 04/23/2026 TR 1200PM - 0129PM","LAUD 103","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6230002","","","WM","","Course Match","https://canvas.upenn.edu/courses/1913479","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6230",""
"202610","INTS6230003","French L&Cp Spring Term","Sophie Degat","8","A","1","01/20/2026 - 04/23/2026 MW 1200PM - 0129PM","LAUD 104","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6230003","","","WM","","Course Match","https://canvas.upenn.edu/courses/1902369","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6230",""
"202610","INTS6230004","French L&Cp Spring Term","Marc Pape","8","A","1","01/20/2026 - 04/23/2026 TR 1015AM - 1144AM","LAUD 103","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6230004","","","WM","","Course Match","https://canvas.upenn.edu/courses/1913481","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6230",""
"202610","INTS6230005","French L&Cp Spring Term","Sophie Degat","5","A","1","01/20/2026 - 04/23/2026 MW 1015AM - 1144AM","LAUD 102","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6230005","","","WM","","Course Match","https://canvas.upenn.edu/courses/1902370","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6230",""
"202610","INTS6230006","French L&Cp Spring Term","Sophie Degat","8","A","1","01/20/2026 - 04/23/2026 TR 1015AM - 1144AM","LAUD 102","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6230006","","","WM","","Course Match","https://canvas.upenn.edu/courses/1902371","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6230",""
"202610","INTS6230007","French L&Cp Spring Term","Marc Pape","5","A","1","01/20/2026 - 04/23/2026 MW 0830AM - 0959AM","LAUD 102","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6230007","","","WM","","Course Match","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6230",""
"202610","INTS6330001","German L&Cp Spring Term","Simone Schlichting-Artur","8","A","1","01/20/2026 - 04/23/2026 MW 1200PM - 0129PM","LAUD 103","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6330001","","","WM","","Course Match","https://canvas.upenn.edu/courses/1912458","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6330",""
"202610","INTS6330002","German L&Cp Spring Term","Simone Schlichting-Artur","8","A","1","01/20/2026 - 04/23/2026 MW 0145PM - 0314PM","LAUD 103","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6330002","","","WM","","Course Match","https://canvas.upenn.edu/courses/1912459","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6330",""
"202610","INTS6430001","Japanese L&Cp Spr Term","Emiko Nagatomo","8","A","1","01/20/2026 - 04/23/2026 TR 0145PM - 0314PM","SHDH 210","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6430001","","","WM","","Course Match","https://canvas.upenn.edu/courses/1913482","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6430",""
"202610","INTS6430002","Japanese L&Cp Spr Term","Emiko Nagatomo","8","A","1","01/20/2026 - 04/23/2026 TR 1200PM - 0129PM","SHDH 210","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6430002","","","WM","","Course Match","https://canvas.upenn.edu/courses/1913483","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6430",""
"202610","INTS6530001","Portuguese L&Cp Spr Term","Simone Cavalcante Da Silva","6","A","1","01/20/2026 - 04/23/2026 TR 0145PM - 0314PM","LAUD 318","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6530001","","","WM","","Course Match","https://canvas.upenn.edu/courses/1913244","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6530",""
"202610","INTS6530002","Portuguese L&Cp Spr Term","Lenir Dos Santos","8","A","1","01/20/2026 - 04/23/2026 MW 0145PM - 0314PM","LAUD 104","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6530002","","","WM","","Course Match","https://canvas.upenn.edu/courses/1912865","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6530",""
"202610","INTS6530003","Portuguese L&Cp Spr Term","Simone Cavalcante Da Silva","6","A","1","01/20/2026 - 04/23/2026 TR 1015AM - 1144AM","LAUD 318","Wharton Grad Full Semester","Only updating the long course title to populate on transcripts correctly","P","INTS6530003","","","WM","","Course Match","https://canvas.upenn.edu/courses/1913245","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=INTS6530",""
